Sort,SampleLayer_ID,Soil_Series_Type,Surface_Subsurface,Layer_Designation,UpperDepth_cm,LowerDepth_cm,Total_HorizonDepth_cm,HR_Depth,Horizon,Horizon_Simple,Soil_Series,A_Horizon,A_Thickness,ParentMaterials,AnthropogenicMaterials_YN,Anthro_Transported_Material_YN,Texture,Texture_Rubble_Detail,Percent_Sand,Percent_Sand_scale,Percent_Silt,Percent_Silt_scale,Percent_Clay,Percent_Clay_scale,F_Sand_Percent,VF_Sand_Percent,Percent_Rock_Fragment,Rock_Fragment_Type,Organic_Content,Soil_Core_Notes,Redox_Present_YN,Redox_Color,Redox_Amount,Redox_Size,Redox_Contrast,BulkDensity_gcm3,BulkDensity_scale,Tenth_bar_H2O,Third_bar_H2O,Third_bar_scale,Fifteen_bar_H2O,Fifteen_bar_scale,Ksat_cmhr,Unsaturated_K2cm_cmhr,Borehole_Ksat_cmhr,Texture_mod,ksat_texture,theta_r_texture,theta_s_texture,alpha_texture,n_texture,Texture_Test,Horizon_Simple,Soil_Series,A_Horizon,Grade,Type,Top_Type,Comments
5282,CLS40CLP82L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5283,CLS40CLP82L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5284,CLS41CLP83L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5285,CLS41CLP83L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5286,CLS41CLP83L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5287,CLS41CLP84L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5288,CLS41CLP84L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5289,CLS41CLP84L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5290,CLS42CLP85L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5291,CLS42CLP85L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5292,CLS42CLP85L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5293,CLS42CLP86L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5294,CLS42CLP86L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5295,CLS42CLP86L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5296,CLS43CLP87L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5297,CLS43CLP87L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5298,CLS43CLP87L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5299,CLS43CLP88L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5300,CLS43CLP88L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5301,CLS43CLP88L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5302,CLS44CLP89L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5303,CLS44CLP89L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5304,CLS44CLP89L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5305,CLS44CLP90L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5306,CLS44CLP90L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5307,CLS44CLP90L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5308,CLS45CLP91L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5309,CLS45CLP91L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5310,CLS45CLP91L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5311,CLS45CLP92L1_R,Reference,Surface,Surface,0,23,23,,H1,H,Elnora,,,,,,,,87.3,0.885395538,6.7,0.068788501,6,0.063626723,48.5,23.8,,,,,,,,,,,NA,23.1,18.4,0.202965723,8.8,0.162561576,2.823,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5312,CLS45CLP92L2_R,Reference,Subsurface,,23,81,58,,H2,H,Elnora,,,,,,,,79.9,0.810344828,16.6,0.170431211,3.5,0.037115589,39.6,25.3,,,,,,,,,,,NA,17.2,11.4,0.096938853,3.1,0.047484454,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5313,CLS45CLP92L3_R,Reference,Subsurface,,81,152,71,,H3,H,Elnora,,,,,,,,95.9,0.972616633,0.6,0.006160164,3.5,0.037115589,62.5,14.1,,,,,,,,,,,NA,13,9,0.060586783,2.8,0.041427764,9.174,,9.174,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Elnora,,NA,NA,,
5314,CLS46CLP93L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5315,CLS46CLP93L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5316,CLS46CLP93L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5317,CLS46CLP93L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5318,CLS46CLP94L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5319,CLS46CLP94L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5320,CLS46CLP94L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5321,CLS46CLP94L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5322,CLS47CLP95L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5323,CLS47CLP95L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5324,CLS47CLP95L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5325,CLS47CLP95L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5326,CLS47CLP96L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5327,CLS47CLP96L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5328,CLS47CLP96L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5329,CLS47CLP96L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5330,CLS48CLP97L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5331,CLS48CLP97L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5332,CLS48CLP97L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5333,CLS48CLP97L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5334,CLS48CLP98L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5335,CLS48CLP98L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5336,CLS48CLP98L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5337,CLS48CLP98L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5338,CLS49CLP99L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5339,CLS49CLP99L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5340,CLS49CLP99L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5341,CLS49CLP99L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5342,CLS49CLP100L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5343,CLS49CLP100L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5344,CLS49CLP100L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5345,CLS49CLP100L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5346,CLS50CLP101L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5347,CLS50CLP101L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5348,CLS50CLP101L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5349,CLS50CLP101L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5350,CLS50CLP102L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5351,CLS50CLP102L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5352,CLS50CLP102L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5353,CLS50CLP102L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
5354,CLS51CLP103L1_R,Reference,Surface,Surface,0,15,15,,H1,H,Loudonville,,,,,,,,29.1,0.295131846,53.4,0.54825462,17.5,0.185577943,9.1,9.4,,,,,,,,,,,NA,,26.5,0.325653959,12.1,0.229185173,0.917,,,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5355,CLS51CLP103L2_R,Reference,Subsurface,,15,51,36,,H2,H,Loudonville,,,,,,,,37.4,0.379310345,35.6,0.36550308,27,0.286320255,11.8,11.1,,,,,,,,,,,NA,,28.9,0.362006028,15.5,0.297827667,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5356,CLS51CLP103L3_R,Reference,Subsurface,,51,64,13,,H3,H,Loudonville,,,,,,,,42.4,0.430020284,38.1,0.391170431,19.5,0.20678685,13.2,12.2,,,,,,,,,,,NA,,18.4,0.202965723,7.7,0.140353711,0.917,,0.917,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,100,H,Loudonville,,NA,NA,,
5357,CLS51CLP103L4_R,Reference,Subsurface,,64,74,10,,H4,H,Loudonville,,,,,,,,,NA,,NA,,NA,,,,,,,,,,,,,NA,,,NA,,NA,0.705,,0.705,OtherGroup,3.334,0.08848,0.44717,0.0319,1.3711,0,H,Loudonville,,NA,NA,,
